0,0,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0,0.0142857,0,0,0,0,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0,0.0142857,0.0142857,0,0,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0,0,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0.0142857,0,0,0.0142857,0,0.0142857,0.0142857,0.0142857
0,0,0.0142471,0.0141543,0.0143114,0.0142329,0.0143886,0.0143743,0.0143671,0.0142971,0.0142543,0.0141557,0.01425,0.0139986,0.0142557,0,0.0134871,0,0,0,0,0.0142671,0.0141314,0.0142543,0.01424,0.0142614,0.01418,0.01417,0.0144143,0.0143357,0.0143,0.0141471,0.01419,0.0139214,0.0141486,0.0142743,0.0142371,0.0138586,0.0137814,0.0142214,0,0.0140557,0.0141386,0,0,0.0143786,0.0142486,0.0146714,0.0140957,0.0143757,0.0140486,0.0141314,0,0,0.0140843,0.0145814,0.0142986,0.0144014,0.0144471,0.0140857,0.0144971,0.0147343,0.01371,0.0138929,0.0142586,0.0145743,0.0140329,0.01381,0.0141671,0.0144271,0.0138729,0.0127357,0.0120414,0.00910286,0.00478857,0.00881571,0.00388429,0.00160857,0,0,0.01333,0,0.00777286,0.01427,0.0735214
0,0,0.0138729,0.01421,0.0143057,0.0142714,0.0150186,0.01427,0.01446,0.01449,0.01434,0.0140914,0.0141957,0.0138271,0.0147043,0,0.01287,0,0,0,0,0.0142271,0.0137886,0.0141143,0.0142257,0.0142557,0.0140929,0.0140786,0.0144386,0.0142086,0.0143843,0.0141957,0.0139629,0.0134629,0.0140743,0.0142314,0.01419,0.01363,0.0132871,0.01301,0,0.0130729,0.0133057,0,0,0.0135486,0.0141443,0.0144286,0.0134243,0.01384,0.0124329,0.0137386,0,0,0.0133714,0.0124429,0.0130629,0.0136929,0.0143386,0.0135457,0.0124629,0.0128757,0.0120157,0.0132886,0.0118686,0.0137571,0.0134043,0.0120471,0.0134086,0.01297,0.0107814,0.0104657,0.00921143,0.00327286,0.000405714,0.000934286,0.000224286,0.000195714,0,0,0.00697,0,0.0102129,0.0145086,0.137543
0,0,0.01384,0.01431,0.0142286,0.01419,0.0152557,0.01434,0.0144357,0.0144257,0.0143157,0.0137557,0.0140157,0.0136329,0.0148214,0,0.0121714,0,0,0,0,0.0142057,0.0133643,0.0140514,0.0141786,0.01425,0.0139357,0.0139857,0.0145243,0.0141171,0.0143843,0.0141529,0.0137557,0.0130786,0.0141229,0.0142529,0.0141129,0.0131957,0.0127114,0.0113257,0,0.0120029,0.0121757,0,0,0.0120129,0.0134771,0.0133529,0.0126371,0.0131986,0.0101786,0.0128729,0,0,0.0120629,0.00965857,0.0104143,0.0126929,0.01396,0.0126629,0.00879714,0.00943714,0.0100543,0.0123414,0.00797857,0.01198,0.0117629,0.00891429,0.0123114,0.0110486,0.00587714,0.00622714,0.00501429,0.000715714,0.000235714,9.71429e-005,0.00013,0.000267143,0,0,0.00241714,0,0.01601,0.0148743,0.200704
0,0,0.0132814,0.01432,0.0141557,0.01418,0.0150143,0.0143286,0.0142357,0.0142486,0.0141214,0.0134714,0.0138786,0.0132271,0.0147729,0,0.0113314,0,0,0,0,0.0142314,0.0128871,0.01397,0.0141157,0.0142471,0.0138071,0.0138857,0.0145986,0.014,0.0143971,0.0142,0.0135743,0.0127286,0.0141243,0.0142114,0.0139343,0.0130243,0.0119971,0.00968857,0,0.0106,0.0110029,0,0,0.0101871,0.0128786,0.01233,0.0115986,0.0119014,0.00798857,0.0109829,0,0,0.0100086,0.00676571,0.00825571,0.0107457,0.0132771,0.0117557,0.00525714,0.00556429,0.00624,0.0104486,0.00506429,0.00970286,0.00961,0.00602571,0.0110114,0.00870286,0.00351286,0.00239714,0.00154143,0.000277143,0.000212857,6.85714e-005,0.000144286,0.00144429,0,0,0.00148714,0,0.0214329,0.0152543,0.262131
0,0,0.0121214,0.0141729,0.0142171,0.0142143,0.0148457,0.0142171,0.0140843,0.0140743,0.01407,0.0133486,0.0137371,0.0129371,0.01446,0,0.0105671,0,0,0,0,0.0141886,0.0123771,0.0138586,0.0140829,0.0142543,0.0136657,0.0139986,0.01438,0.0140243,0.0143957,0.0140571,0.0135514,0.01236,0.0141314,0.0141214,0.0139529,0.0126343,0.0113871,0.00781857,0,0.00865857,0.00900571,0,0,0.00789,0.0119443,0.0114443,0.0103429,0.01061,0.00578286,0.00775714,0,0,0.00742286,0.00464571,0.00461571,0.00771286,0.0119743,0.0104729,0.00239286,0.00233571,0.00246571,0.00577,0.00227571,0.00572571,0.00605714,0.00337143,0.00732429,0.00591714,0.00209714,0.000951429,0.000537143,0.000242857,0.000347143,0.000302857,0.00115714,0.00794429,0,0,0.00153143,0,0.0284386,0.0156986,0.322529
0,0,0.01184,0.0140986,0.0140229,0.0141429,0.0141686,0.0141471,0.01404,0.01366,0.0138957,0.0133086,0.0136686,0.0124643,0.0140029,0,0.00947,0,0,0,0,0.0141614,0.0118914,0.0137857,0.014,0.0142029,0.0135229,0.0140243,0.0145371,0.0140543,0.0142943,0.0138671,0.0133357,0.0119157,0.0141586,0.0141029,0.0138714,0.0122129,0.0107229,0.00478429,0,0.00450714,0.00493,0,0,0.00408429,0.00854429,0.00897,0.00641714,0.00718286,0.00189857,0.00328,0,0,0.00311143,0.00111,0.000741429,0.00226143,0.0061,0.00668714,0.000597143,0.000394286,0.000315714,0.000852857,0.000181429,0.000907143,0.000777143,0.000678571,0.00164143,0.00142143,0.00079,0.000528571,0.00117143,0.00257143,0.00744286,0.00438,0.0103143,0.0239729,0,0,0.00185571,0,0.0355729,0.0161829,0.383249
0,0,0.0103614,0.0138157,0.0142329,0.0140314,0.0131271,0.0137643,0.0139814,0.0132643,0.0136057,0.0128014,0.0133071,0.0112714,0.0131371,0,0.00756857,0,0,0,0,0.0142086,0.0107057,0.0135829,0.0139014,0.0140786,0.01318,0.0140257,0.0144871,0.01417,0.0141586,0.0137043,0.0131114,0.0108986,0.0142029,0.0140414,0.0136029,0.0114414,0.00931429,0.000134286,0,7.28571e-005,6.28571e-005,0,0,1.14286e-005,3e-005,0.000151429,0.0001,0.000154286,8.85714e-005,8.28571e-005,0,0,0.000188571,2.71429e-005,7.14286e-006,4.28571e-006,7.14286e-006,2.28571e-005,1.28571e-005,8.57143e-006,2.85714e-006,5.71429e-006,8.57143e-006,8.57143e-006,5.71429e-006,1e-005,4.28571e-006,1.85714e-005,2.28571e-005,1.57143e-005,8.85714e-005,0.000502857,0.00397143,0.00745286,0.0247086,0.0415457,0,0,0.00263714,0,0.0421343,0.01716,0.443443
0,0,0.00788143,0.0128186,0.0141886,0.0139171,0.0116314,0.0134829,0.0138529,0.0121443,0.0131429,0.01172,0.0124543,0.00946714,0.0116457,0,0.00383714,0,0,0,0,0.0140014,0.00900857,0.01321,0.0136957,0.0137071,0.0125543,0.0140243,0.0146143,0.0143114,0.0139043,0.0132671,0.0122414,0.00913714,0.0142371,0.0138514,0.0133186,0.00992571,0.00667571,1.57143e-005,0,8.57143e-006,2.85714e-006,0,0,7.14286e-006,1.42857e-006,1.42857e-006,5.71429e-006,2.85714e-006,7.14286e-006,2.85714e-006,0,0,5.71429e-006,4.28571e-006,5.71429e-006,5.71429e-006,0,2.85714e-006,5.71429e-006,4.28571e-006,5.71429e-006,5.71429e-006,4.28571e-006,4.28571e-006,4.28571e-006,4.28571e-006,1.42857e-006,1.14286e-005,1.57143e-005,0,2.85714e-006,7.14286e-006,7.14286e-006,5.71429e-006,0.000118571,0.0416371,0,0,0.00402,0,0.0475529,0.0190557,0.499576
0,0,0.00547286,0.01135,0.0136943,0.01381,0.00928286,0.0129286,0.0132843,0.0109171,0.0128743,0.0101257,0.0117886,0.00727714,0.0103314,0,0.000882857,0,0,0,0,0.0123914,0.00796714,0.0129871,0.0135371,0.0132786,0.0119014,0.0145971,0.0136957,0.0139129,0.0137586,0.0130429,0.0117943,0.00728,0.0137229,0.0137129,0.0130543,0.00822286,0.00383429,2.57143e-005,0,0,2.85714e-006,0,0,2.85714e-006,1.42857e-006,4.28571e-006,2.85714e-006,2.85714e-006,1.14286e-005,2.85714e-006,0,0,4.28571e-006,8.57143e-006,0,1.42857e-006,1.42857e-006,2.85714e-006,2.85714e-006,4.28571e-006,0,1.42857e-006,7.14286e-006,4.28571e-006,2.85714e-006,8.57143e-006,2.85714e-006,1.28571e-005,1.28571e-005,1.42857e-006,2.85714e-006,5.71429e-006,1.14286e-005,4.28571e-006,1.28571e-005,0.01009,0,0,0.00513143,0,0.0510657,0.0212157,0.555611
